start_Time,open,high,low,close,volume,%K,%D
2024-10-17 09:15:00,888.0,888.0,881.25,881.5,187011,,
2024-10-17 09:30:00,881.5999755859375,881.5999755859375,869.5999755859375,871.7999877929688,258130,,
2024-10-17 09:45:00,871.5,871.5,864.0,864.4000244140625,225913,,
2024-10-17 10:00:00,864.4000244140625,866.6500244140625,858.5,861.9500122070312,249075,,
2024-10-17 10:15:00,862.1500244140625,862.7000122070312,855.25,860.5,210121,,
2024-10-17 10:30:00,860.4500122070312,863.9000244140625,858.2000122070312,863.5499877929688,194822,,
2024-10-17 10:45:00,863.5499877929688,864.7999877929688,860.7000122070312,861.3499755859375,173787,,
2024-10-17 11:00:00,861.3499755859375,861.3499755859375,856.7999877929688,857.2000122070312,145256,,
2024-10-17 11:15:00,857.4000244140625,860.0,855.0499877929688,856.7000122070312,135133,,
2024-10-17 11:30:00,855.9000244140625,859.5499877929688,855.75,856.4000244140625,117059,,
2024-10-17 11:45:00,856.4000244140625,856.75,852.9500122070312,855.8499755859375,154906,,
2024-10-17 12:00:00,855.8499755859375,860.0,855.5,859.75,145826,,
2024-10-17 12:15:00,859.75,861.3499755859375,858.0999755859375,860.9000244140625,97422,,
2024-10-17 12:30:00,860.7999877929688,863.0999755859375,860.7999877929688,861.0,116074,100.0,
2024-10-17 12:45:00,860.9000244140625,865.4500122070312,860.0,864.1500244140625,187894,100.0,
2024-10-17 13:00:00,864.5999755859375,865.3499755859375,861.8499755859375,863.1500244140625,86741,96.80148548402366,98.93382849467456
2024-10-17 13:15:00,863.0,863.5999755859375,859.2999877929688,860.2999877929688,119823,74.39193351837997,90.39780633413454
2024-10-17 13:30:00,860.5,863.9000244140625,859.9500122070312,861.5999755859375,87806,58.98673381120894,76.72671760453753
2024-10-17 13:45:00,861.5999755859375,861.5999755859375,857.2000122070312,857.7000122070312,93984,28.85191499385195,54.07686077448029
2024-10-17 14:00:00,857.9500122070312,859.6500244140625,855.2999877929688,856.5,251133,17.9281336261623,35.255594143741064
2024-10-17 14:15:00,856.6500244140625,864.5999755859375,856.2000122070312,863.2000122070312,137242,33.333333333333336,26.704460651115863
2024-10-17 14:30:00,862.6500244140625,864.75,860.2999877929688,861.8499755859375,107287,60.95964648819288,37.40703781589617
